(0,0)	 deðer=3	 durum=bos
(41,14)	 deðer=8	 durum=bos
(41,15)	 deðer=1	 durum=bos
(41,16)	 deðer=1	 durum=bos
(41,17)	 deðer=5	 durum=duvar
(41,18)	 deðer=1	 durum=duvar
(41,19)	 deðer=8	 durum=bos
(41,20)	 deðer=5	 durum=bos
(41,21)	 deðer=2	 durum=duvar
(41,22)	 deðer=9	 durum=duvar
(41,23)	 deðer=6	 durum=bos
(41,24)	 deðer=1	 durum=bos
(41,25)	 deðer=3	 durum=bos
(41,26)	 deðer=8	 durum=duvar
(41,27)	 deðer=3	 durum=bos
(41,28)	 deðer=4	 durum=bos
(41,29)	 deðer=5	 durum=bos
(41,30)	 deðer=7	 durum=bos
(41,31)	 deðer=1	 durum=bos
(41,32)	 deðer=8	 durum=duvar
(41,33)	 deðer=9	 durum=bos
(41,34)	 deðer=7	 durum=bos
(41,35)	 deðer=7	 durum=bos
(41,36)	 deðer=9	 durum=bos
(41,37)	 deðer=7	 durum=bos
(41,38)	 deðer=9	 durum=duvar
(41,39)	 deðer=9	 durum=duvar
(41,40)	 deðer=3	 durum=duvar
(41,41)	 deðer=9	 durum=duvar
(41,42)	 deðer=1	 durum=bos
(41,43)	 deðer=6	 durum=bos
(41,44)	 deðer=2	 durum=bos
(41,45)	 deðer=4	 durum=duvar
(41,46)	 deðer=1	 durum=duvar
(41,47)	 deðer=3	 durum=bos
(41,48)	 deðer=4	 durum=bos
(41,49)	 deðer=7	 durum=bos
(42,0)	 deðer=4	 durum=bos
(42,1)	 deðer=5	 durum=bos
(42,2)	 deðer=6	 durum=bos
(42,3)	 deðer=2	 durum=duvar
(42,4)	 deðer=6	 durum=bos
(42,5)	 deðer=3	 durum=bos
(42,6)	 deðer=5	 durum=bos
(42,7)	 deðer=8	 durum=bos
(42,8)	 deðer=6	 durum=duvar
(42,9)	 deðer=6	 durum=bos
(42,10)	 deðer=7	 durum=bos
(42,11)	 deðer=2	 durum=duvar
(42,12)	 deðer=4	 durum=duvar
(42,13)	 deðer=2	 durum=duvar
(42,14)	 deðer=8	 durum=bos
(42,15)	 deðer=2	 durum=duvar
(42,16)	 deðer=3	 durum=bos
(42,17)	 deðer=1	 durum=duvar
(42,18)	 deðer=9	 durum=duvar
(42,19)	 deðer=9	 durum=bos
(42,20)	 deðer=5	 durum=bos
(42,21)	 deðer=6	 durum=duvar
(42,22)	 deðer=9	 durum=bos
(42,23)	 deðer=1	 durum=bos
(42,24)	 deðer=1	 durum=duvar
(42,25)	 deðer=4	 durum=bos
(42,26)	 deðer=9	 durum=bos
(42,27)	 deðer=4	 durum=duvar
(42,28)	 deðer=6	 durum=bos
(42,29)	 deðer=4	 durum=duvar
(42,30)	 deðer=8	 durum=duvar
(42,31)	 deðer=8	 durum=bos
(42,32)	 deðer=5	 durum=bos
(42,33)	 deðer=7	 durum=bos
(42,34)	 deðer=9	 durum=bos
(42,35)	 deðer=1	 durum=bos
(42,36)	 deðer=1	 durum=bos
(42,37)	 deðer=4	 durum=duvar
(42,38)	 deðer=3	 durum=duvar
(42,39)	 deðer=3	 durum=duvar
(42,40)	 deðer=7	 durum=bos
(42,41)	 deðer=3	 durum=bos
(42,42)	 deðer=7	 durum=bos
(42,43)	 deðer=6	 durum=bos
(42,44)	 deðer=5	 durum=bos
(42,45)	 deðer=4	 durum=bos
(42,46)	 deðer=2	 durum=bos
(42,47)	 deðer=4	 durum=bos
(42,48)	 deðer=5	 durum=duvar
(42,49)	 deðer=6	 durum=bos
(43,0)	 deðer=6	 durum=bos
(43,1)	 deðer=9	 durum=bos
(43,2)	 deðer=1	 durum=bos
(43,3)	 deðer=4	 durum=bos
(43,4)	 deðer=5	 durum=bos
(43,5)	 deðer=7	 durum=bos
(43,6)	 deðer=6	 durum=bos
(43,7)	 deðer=7	 durum=bos
(43,8)	 deðer=4	 durum=bos
(43,9)	 deðer=9	 durum=bos
(43,10)	 deðer=5	 durum=bos
(43,11)	 deðer=6	 durum=duvar
(43,12)	 deðer=8	 durum=bos
(43,13)	 deðer=6	 durum=bos
(43,14)	 deðer=8	 durum=bos
(43,15)	 deðer=6	 durum=bos
(43,16)	 deðer=4	 durum=bos
(43,17)	 deðer=2	 durum=duvar
(43,18)	 deðer=9	 durum=bos
(43,19)	 deðer=4	 durum=bos
(43,20)	 deðer=5	 durum=duvar
(43,21)	 deðer=3	 durum=bos
(43,22)	 deðer=2	 durum=bos
(43,23)	 deðer=5	 durum=bos
(43,24)	 deðer=8	 durum=duvar
(43,25)	 deðer=7	 durum=bos
(43,26)	 deðer=8	 durum=bos
(43,27)	 deðer=4	 durum=duvar
(43,28)	 deðer=4	 durum=duvar
(43,29)	 deðer=3	 durum=bos
(43,30)	 deðer=3	 durum=duvar
(43,31)	 deðer=3	 durum=bos
(43,32)	 deðer=4	 durum=bos
(43,33)	 deðer=4	 durum=bos
(43,34)	 deðer=9	 durum=bos
(43,35)	 deðer=6	 durum=bos
(43,36)	 deðer=2	 durum=bos
(43,37)	 deðer=5	 durum=bos
(43,38)	 deðer=6	 durum=bos
(43,39)	 deðer=9	 durum=bos
(43,40)	 deðer=2	 durum=bos
(43,41)	 deðer=4	 durum=duvar
(43,42)	 deðer=1	 durum=duvar
(43,43)	 deðer=1	 durum=bos
(43,44)	 deðer=3	 durum=bos
(43,45)	 deðer=7	 durum=bos
(43,46)	 deðer=9	 durum=duvar
(43,47)	 deðer=1	 durum=duvar
(43,48)	 deðer=3	 durum=bos
(43,49)	 deðer=2	 durum=bos
(44,0)	 deðer=2	 durum=bos
(44,1)	 deðer=5	 durum=bos
(44,2)	 deðer=7	 durum=bos
(44,3)	 deðer=4	 durum=bos
(44,4)	 deðer=7	 durum=duvar
(44,5)	 deðer=2	 durum=duvar
(44,6)	 deðer=3	 durum=bos
(44,7)	 deðer=7	 durum=duvar
(44,8)	 deðer=4	 durum=bos
(44,9)	 deðer=7	 durum=duvar
(44,10)	 deðer=9	 durum=duvar
(44,11)	 deðer=4	 durum=duvar
(44,12)	 deðer=5	 durum=duvar
(44,13)	 deðer=1	 durum=bos
(44,14)	 deðer=1	 durum=bos
(44,15)	 deðer=5	 durum=bos
(44,16)	 deðer=7	 durum=duvar
(44,17)	 deðer=2	 durum=bos
(44,18)	 deðer=8	 durum=bos
(44,19)	 deðer=4	 durum=bos
(44,20)	 deðer=7	 durum=duvar
(44,21)	 deðer=7	 durum=bos
(44,22)	 deðer=9	 durum=bos
(44,23)	 deðer=2	 durum=duvar
(44,24)	 deðer=3	 durum=bos
(44,25)	 deðer=6	 durum=duvar
(44,26)	 deðer=9	 durum=bos
(44,27)	 deðer=3	 durum=bos
(44,28)	 deðer=9	 durum=bos
(44,29)	 deðer=9	 durum=bos
(44,30)	 deðer=5	 durum=duvar
(44,31)	 deðer=7	 durum=bos
(44,32)	 deðer=3	 durum=bos
(44,33)	 deðer=6	 durum=duvar
(44,34)	 deðer=9	 durum=bos
(44,35)	 deðer=9	 durum=bos
(44,36)	 deðer=8	 durum=bos
(44,37)	 deðer=7	 durum=duvar
(44,38)	 deðer=8	 durum=bos
(44,39)	 deðer=9	 durum=bos
(44,40)	 deðer=5	 durum=duvar
(44,41)	 deðer=1	 durum=bos
(44,42)	 deðer=7	 durum=bos
(44,43)	 deðer=2	 durum=duvar
(44,44)	 deðer=1	 durum=duvar
(44,45)	 deðer=9	 durum=duvar
(44,46)	 deðer=2	 durum=bos
(44,47)	 deðer=8	 durum=bos
(44,48)	 deðer=5	 durum=bos
(44,49)	 deðer=4	 durum=duvar
(45,0)	 deðer=2	 durum=duvar
(45,1)	 deðer=6	 durum=bos
(45,2)	 deðer=3	 durum=bos
(45,3)	 deðer=3	 durum=duvar
(45,4)	 deðer=5	 durum=bos
(45,5)	 deðer=5	 durum=bos
(45,6)	 deðer=9	 durum=bos
(45,7)	 deðer=6	 durum=bos
(45,8)	 deðer=7	 durum=bos
(45,9)	 deðer=6	 durum=bos
(45,10)	 deðer=7	 durum=bos
(45,11)	 deðer=9	 durum=bos
(45,12)	 deðer=6	 durum=bos
(45,13)	 deðer=4	 durum=duvar
(45,14)	 deðer=1	 durum=bos
(45,15)	 deðer=1	 durum=duvar
(45,16)	 deðer=9	 durum=bos
(45,17)	 deðer=7	 durum=duvar
(45,18)	 deðer=2	 durum=bos
(45,19)	 deðer=2	 durum=bos
(45,20)	 deðer=7	 durum=bos
(45,21)	 deðer=8	 durum=bos
(45,22)	 deðer=3	 durum=bos
(45,23)	 deðer=6	 durum=bos
(45,24)	 deðer=2	 durum=bos
(45,25)	 deðer=3	 durum=bos
(45,26)	 deðer=8	 durum=bos
(45,27)	 deðer=7	 durum=bos
(45,28)	 deðer=7	 durum=bos
(45,29)	 deðer=8	 durum=bos
(45,30)	 deðer=9	 durum=bos
(45,31)	 deðer=4	 durum=duvar
(45,32)	 deðer=6	 durum=bos
(45,33)	 deðer=5	 durum=bos
(45,34)	 deðer=3	 durum=duvar
(45,35)	 deðer=7	 durum=bos
(45,36)	 deðer=8	 durum=bos
(45,37)	 deðer=2	 durum=bos
(45,38)	 deðer=4	 durum=bos
(45,39)	 deðer=1	 durum=bos
(45,40)	 deðer=9	 durum=bos
(45,41)	 deðer=6	 durum=bos
(45,42)	 deðer=4	 durum=bos
(45,43)	 deðer=3	 durum=bos
(45,44)	 deðer=9	 durum=duvar
(45,45)	 deðer=4	 durum=bos
(45,46)	 deðer=1	 durum=duvar
(45,47)	 deðer=6	 durum=duvar
(45,48)	 deðer=1	 durum=bos
(45,49)	 deðer=6	 durum=bos
(46,0)	 deðer=6	 durum=bos
(46,1)	 deðer=7	 durum=bos
(46,2)	 deðer=4	 durum=bos
(46,3)	 deðer=4	 durum=bos
(46,4)	 deðer=9	 durum=bos
(46,5)	 deðer=6	 durum=bos
(46,6)	 deðer=6	 durum=bos
(46,7)	 deðer=4	 durum=bos
(46,8)	 deðer=3	 durum=duvar
(46,9)	 deðer=4	 durum=bos
(46,10)	 deðer=2	 durum=bos
(46,11)	 deðer=3	 durum=bos
(46,12)	 deðer=8	 durum=bos
(46,13)	 deðer=5	 durum=bos
(46,14)	 deðer=2	 durum=bos
(46,15)	 deðer=8	 durum=bos
(46,16)	 deðer=3	 durum=duvar
(46,17)	 deðer=7	 durum=bos
(46,18)	 deðer=8	 durum=duvar
(46,19)	 deðer=6	 durum=bos
(46,20)	 deðer=9	 durum=bos
(46,21)	 deðer=8	 durum=bos
(46,22)	 deðer=9	 durum=bos
(46,23)	 deðer=7	 durum=bos
(46,24)	 deðer=3	 durum=bos
(46,25)	 deðer=6	 durum=duvar
(46,26)	 deðer=4	 durum=bos
(46,27)	 deðer=9	 durum=bos
(46,28)	 deðer=1	 durum=bos
(46,29)	 deðer=4	 durum=bos
(46,30)	 deðer=5	 durum=duvar
(46,31)	 deðer=1	 durum=bos
(46,32)	 deðer=1	 durum=bos
(46,33)	 deðer=3	 durum=duvar
(46,34)	 deðer=1	 durum=bos
(46,35)	 deðer=1	 durum=duvar
(46,36)	 deðer=5	 durum=bos
(46,37)	 deðer=7	 durum=bos
(46,38)	 deðer=8	 durum=duvar
(46,39)	 deðer=4	 durum=bos
(46,40)	 deðer=1	 durum=duvar
(46,41)	 deðer=8	 durum=duvar
(46,42)	 deðer=7	 durum=duvar
(46,43)	 deðer=8	 durum=bos
(46,44)	 deðer=6	 durum=bos
(46,45)	 deðer=9	 durum=bos
(46,46)	 deðer=2	 durum=bos
(46,47)	 deðer=1	 durum=duvar
(46,48)	 deðer=8	 durum=bos
(46,49)	 deðer=8	 durum=bos
(47,0)	 deðer=1	 durum=duvar
(47,1)	 deðer=2	 durum=bos
(47,2)	 deðer=6	 durum=bos
(47,3)	 deðer=5	 durum=bos
(47,4)	 deðer=9	 durum=duvar
(47,5)	 deðer=7	 durum=bos
(47,6)	 deðer=2	 durum=bos
(47,7)	 deðer=1	 durum=duvar
(47,8)	 deðer=4	 durum=bos
(47,9)	 deðer=5	 durum=bos
(47,10)	 deðer=1	 durum=bos
(47,11)	 deðer=7	 durum=bos
(47,12)	 deðer=6	 durum=bos
(47,13)	 deðer=1	 durum=bos
(47,14)	 deðer=8	 durum=bos
(47,15)	 deðer=7	 durum=bos
(47,16)	 deðer=1	 durum=bos
(47,17)	 deðer=8	 durum=bos
(47,18)	 deðer=1	 durum=duvar
(47,19)	 deðer=9	 durum=bos
(47,20)	 deðer=6	 durum=duvar
(47,21)	 deðer=8	 durum=bos
(47,22)	 deðer=8	 durum=bos
(47,23)	 deðer=5	 durum=bos
(47,24)	 deðer=5	 durum=bos
(47,25)	 deðer=3	 durum=bos
(47,26)	 deðer=5	 durum=duvar
(47,27)	 deðer=5	 durum=bos
(47,28)	 deðer=9	 durum=bos
(47,29)	 deðer=8	 durum=bos
(47,30)	 deðer=1	 durum=bos
(47,31)	 deðer=3	 durum=duvar
(47,32)	 deðer=5	 durum=duvar
(47,33)	 deðer=6	 durum=bos
(47,34)	 deðer=1	 durum=bos
(47,35)	 deðer=7	 durum=duvar
(47,36)	 deðer=8	 durum=duvar
(47,37)	 deðer=7	 durum=duvar
(47,38)	 deðer=5	 durum=bos
(47,39)	 deðer=8	 durum=bos
(47,40)	 deðer=4	 durum=bos
(47,41)	 deðer=3	 durum=duvar
(47,42)	 deðer=9	 durum=bos
(47,43)	 deðer=8	 durum=bos
(47,44)	 deðer=4	 durum=bos
(47,45)	 deðer=8	 durum=duvar
(47,46)	 deðer=5	 durum=duvar
(47,47)	 deðer=5	 durum=bos
(47,48)	 deðer=1	 durum=duvar
(47,49)	 deðer=3	 durum=bos
(48,0)	 deðer=2	 durum=bos
(48,1)	 deðer=1	 durum=bos
(48,2)	 deðer=7	 durum=duvar
(48,3)	 deðer=6	 durum=duvar
(48,4)	 deðer=3	 durum=bos
(48,5)	 deðer=6	 durum=duvar
(48,6)	 deðer=5	 durum=bos
(48,7)	 deðer=5	 durum=bos
(48,8)	 deðer=3	 durum=bos
(48,9)	 deðer=4	 durum=bos
(48,10)	 deðer=3	 durum=duvar
(48,11)	 deðer=3	 durum=duvar
(48,12)	 deðer=9	 durum=bos
(48,13)	 deðer=5	 durum=bos
(48,14)	 deðer=4	 durum=duvar
(48,15)	 deðer=3	 durum=duvar
(48,16)	 deðer=8	 durum=duvar
(48,17)	 deðer=6	 durum=bos
(48,18)	 deðer=7	 durum=bos
(48,19)	 deðer=9	 durum=bos
(48,20)	 deðer=7	 durum=duvar
(48,21)	 deðer=1	 durum=bos
(48,22)	 deðer=1	 durum=bos
(48,23)	 deðer=3	 durum=bos
(48,24)	 deðer=5	 durum=duvar
(48,25)	 deðer=4	 durum=bos
(48,26)	 deðer=8	 durum=bos
(48,27)	 deðer=6	 durum=bos
(48,28)	 deðer=4	 durum=bos
(48,29)	 deðer=6	 durum=bos
(48,30)	 deðer=5	 durum=duvar
(48,31)	 deðer=1	 durum=bos
(48,32)	 deðer=9	 durum=bos
(48,33)	 deðer=5	 durum=duvar
(48,34)	 deðer=8	 durum=duvar
(48,35)	 deðer=6	 durum=duvar
(48,36)	 deðer=5	 durum=bos
(48,37)	 deðer=5	 durum=bos
(48,38)	 deðer=4	 durum=bos
(48,39)	 deðer=5	 durum=duvar
(48,40)	 deðer=5	 durum=bos
(48,41)	 deðer=7	 durum=bos
(48,42)	 deðer=8	 durum=bos
(48,43)	 deðer=7	 durum=bos
(48,44)	 deðer=8	 durum=bos
(48,45)	 deðer=5	 durum=bos
(48,46)	 deðer=9	 durum=duvar
(48,47)	 deðer=5	 durum=duvar
(48,48)	 deðer=2	 durum=bos
(48,49)	 deðer=2	 durum=duvar
(49,0)	 deðer=4	 durum=bos
(49,1)	 deðer=1	 durum=bos
(49,2)	 deðer=3	 durum=bos
(49,3)	 deðer=2	 durum=bos
(49,4)	 deðer=2	 durum=duvar
(49,5)	 deðer=5	 durum=bos
(49,6)	 deðer=9	 durum=bos
(49,7)	 deðer=1	 durum=bos
(49,8)	 deðer=3	 durum=duvar
(49,9)	 deðer=9	 durum=bos
(49,10)	 deðer=8	 durum=bos
(49,11)	 deðer=7	 durum=bos
(49,12)	 deðer=8	 durum=duvar
(49,13)	 deðer=5	 durum=bos
(49,14)	 deðer=3	 durum=bos
(49,15)	 deðer=1	 durum=duvar
(49,16)	 deðer=8	 durum=bos
(49,17)	 deðer=3	 durum=bos
(49,18)	 deðer=6	 durum=bos
(49,19)	 deðer=7	 durum=bos
(49,20)	 deðer=3	 durum=bos
(49,21)	 deðer=5	 durum=bos
(49,22)	 deðer=3	 durum=bos
(49,23)	 deðer=9	 durum=duvar
(49,24)	 deðer=1	 durum=bos
(49,25)	 deðer=9	 durum=bos
(49,26)	 deðer=4	 durum=bos
(49,27)	 deðer=5	 durum=bos
(49,28)	 deðer=1	 durum=bos
(49,29)	 deðer=7	 durum=duvar
(49,30)	 deðer=3	 durum=bos
(49,31)	 deðer=6	 durum=bos
(49,32)	 deðer=4	 durum=bos
(49,33)	 deðer=4	 durum=duvar
(49,34)	 deðer=9	 durum=bos
(49,35)	 deðer=9	 durum=duvar
(49,36)	 deðer=6	 durum=bos
(49,37)	 deðer=1	 durum=duvar
(49,38)	 deðer=7	 durum=bos
(49,39)	 deðer=4	 durum=bos
(49,40)	 deðer=3	 durum=bos
(49,41)	 deðer=4	 durum=bos
(49,42)	 deðer=7	 durum=duvar
(49,43)	 deðer=7	 durum=bos
(49,44)	 deðer=9	 durum=duvar
(49,45)	 deðer=7	 durum=duvar
(49,46)	 deðer=6	 durum=bos
(49,47)	 deðer=3	 durum=bos
(49,48)	 deðer=9	 durum=bos
(49,49)	 deðer=5	 durum=duvar
